osmid,y,x,street_count,highway,ref,geometry
104657130,40.4757105,-79.9209826,4,,,POINT (-79.9209826 40.4757105)
104657137,40.4753455,-79.9200388,4,,,POINT (-79.9200388 40.4753455)
104657146,40.475109,-79.9194003,1,,,POINT (-79.91940030000001 40.475109)
104657161,40.4428731,-79.9792762,3,,,POINT (-79.9792762 40.4428731)
104657166,40.4438776,-79.9800028,3,,,POINT (-79.98000279999999 40.4438776)
104657721,40.4583845,-79.9441046,3,,,POINT (-79.9441046 40.4583845)
104657731,40.4578851,-79.9431816,3,,,POINT (-79.9431816 40.4578851)
104657744,40.4607821,-79.9483174,4,,,POINT (-79.94831739999999 40.4607821)
104657750,40.4602776,-79.9472606,3,,,POINT (-79.94726060000001 40.4602776)
104657754,40.4596628,-79.9462635,4,,,POINT (-79.9462635 40.4596628)
104657760,40.4590916,-79.9452079,3,,,POINT (-79.9452079 40.4590916)
104657911,40.4019643,-79.9067884,4,traffic_signals,,POINT (-79.9067884 40.4019643)
104657919,40.4026862,-79.9058397,3,,,POINT (-79.9058397 40.4026862)
104657926,40.4030608,-79.9050887,3,,,POINT (-79.90508869999999 40.4030608)
104657932,40.4036894,-79.9038322,4,,,POINT (-79.9038322 40.4036894)
104657942,40.4039619,-79.903297,3,,,POINT (-79.90329699999999 40.4039619)
104658219,40.4696269,-80.0135681,3,,,POINT (-80.0135681 40.4696269)
104658230,40.4698511,-80.0139691,3,,,POINT (-80.0139691 40.4698511)
104658356,40.4454109,-79.9849784,3,,,POINT (-79.9849784 40.4454109)
104658364,40.4457909,-79.9852556,3,,,POINT (-79.9852556 40.4457909)
104658369,40.4461828,-79.9855489,3,,,POINT (-79.9855489 40.4461828)
104658591,40.4158798,-80.0064354,1,,,POINT (-80.0064354 40.4158798)
104658614,40.4152153,-80.0065025,3,,,POINT (-80.0065025 40.4152153)
104658634,40.4173644,-80.0034582,3,,,POINT (-80.0034582 40.4173644)
104658693,40.3968697,-80.030345,3,,,POINT (-80.030345 40.3968697)
104658702,40.3962612,-80.0300073,3,,,POINT (-80.03000729999999 40.3962612)
104658744,40.4208971,-79.9661111,1,,,POINT (-79.96611110000001 40.4208971)
104658754,40.4208685,-79.9658295,4,,,POINT (-79.9658295 40.4208685)
104658763,40.4203988,-79.9647244,1,,,POINT (-79.96472439999999 40.4203988)
104658781,40.4761991,-80.0225833,3,,,POINT (-80.02258329999999 40.4761991)
104658816,40.4039143,-80.0300155,3,,,POINT (-80.0300155 40.4039143)
104658823,40.4026554,-80.0299734,4,,,POINT (-80.0299734 40.4026554)
104658831,40.4003636,-80.0298634,3,,,POINT (-80.0298634 40.4003636)
104658921,40.4221999,-79.8980991,3,,,POINT (-79.8980991 40.4221999)
104658979,40.4159893,-79.9385662,3,,,POINT (-79.9385662 40.4159893)
104658986,40.4158261,-79.9381636,3,,,POINT (-79.9381636 40.4158261)
104659343,40.4126879,-79.9842884,3,,,POINT (-79.9842884 40.4126879)
104659349,40.4119527,-79.9842401,4,,,POINT (-79.98424009999999 40.4119527)
104659353,40.411244,-79.9842106,4,,,POINT (-79.9842106 40.411244)
104659436,40.4953585,-79.9756143,1,,,POINT (-79.9756143 40.4953585)
104659443,40.496247,-79.9756497,3,,,POINT (-79.97564970000001 40.496247)
104659452,40.4973986,-79.9764543,4,,,POINT (-79.9764543 40.4973986)
104659469,40.4981056,-79.9769429,1,,,POINT (-79.9769429 40.4981056)
104659554,40.4594054,-80.0088727,3,,,POINT (-80.0088727 40.4594054)
104659576,40.460569,-80.008975,1,,,POINT (-80.00897500000001 40.460569)
104659588,40.3992056,-79.9735715,3,,,POINT (-79.97357150000001 40.3992056)
104660037,40.4716961,-80.0131804,3,,,POINT (-80.0131804 40.4716961)
104660050,40.4716675,-80.0138614,3,,,POINT (-80.0138614 40.4716675)
104660059,40.4716621,-80.0145424,3,,,POINT (-80.0145424 40.4716621)
104661656,40.4671484,-80.0250249,4,,,POINT (-80.02502490000001 40.4671484)
104661667,40.4668823,-80.0264158,4,,,POINT (-80.0264158 40.4668823)
104661678,40.4663613,-80.0291569,4,,,POINT (-80.0291569 40.4663613)
104661865,40.4110698,-79.9969098,3,,,POINT (-79.9969098 40.4110698)
104661870,40.4103492,-79.9977308,4,,,POINT (-79.9977308 40.4103492)
104661889,40.409402,-79.9983306,3,,,POINT (-79.9983306 40.409402)
104661895,40.4091938,-79.9983264,3,,,POINT (-79.9983264 40.4091938)
104661904,40.4086005,-79.9982949,3,,,POINT (-79.9982949 40.4086005)
104661915,40.407769,-79.998275,3,,,POINT (-79.99827500000001 40.407769)
104661920,40.4057529,-79.9981411,3,,,POINT (-79.9981411 40.4057529)
104661927,40.4039678,-79.998066,3,,,POINT (-79.99806599999999 40.4039678)
104661975,40.4589461,-79.9214245,3,,,POINT (-79.9214245 40.4589461)
104661982,40.458897,-79.9212467,3,,,POINT (-79.9212467 40.458897)
104662000,40.4206749,-79.9358858,3,,,POINT (-79.93588579999999 40.4206749)
104662012,40.4207969,-79.9339319,3,,,POINT (-79.9339319 40.4207969)
104662141,40.4008464,-80.0106092,3,,,POINT (-80.0106092 40.4008464)
104662175,40.400769,-80.007975,4,,,POINT (-80.007975 40.400769)
104662197,40.401169,-80.007475,1,,,POINT (-80.007475 40.401169)
104662349,40.4343027,-79.9121297,3,,,POINT (-79.91212969999999 40.4343027)
104662409,40.4607042,-79.9886162,3,,,POINT (-79.9886162 40.4607042)
104662424,40.4606303,-79.9875296,1,,,POINT (-79.9875296 40.4606303)
104662551,40.4672627,-79.9118416,3,,,POINT (-79.9118416 40.4672627)
104662564,40.4669099,-79.9115861,3,,,POINT (-79.91158609999999 40.4669099)
104662575,40.4665353,-79.9113545,3,,,POINT (-79.9113545 40.4665353)
104662595,40.4665757,-79.911234,3,,,POINT (-79.91123399999999 40.4665757)
104662606,40.466252,-79.9110125,4,,,POINT (-79.9110125 40.466252)
104662618,40.4657457,-79.9104386,3,,,POINT (-79.91043860000001 40.4657457)
104662629,40.484698,-79.9740511,3,,,POINT (-79.9740511 40.484698)
104662641,40.4846491,-79.9743477,3,,,POINT (-79.9743477 40.4846491)
104662696,40.4021579,-79.9086045,3,,,POINT (-79.9086045 40.4021579)
104662709,40.4014373,-79.9097335,4,,,POINT (-79.9097335 40.4014373)
104662730,40.396305,-79.9716242,3,,,POINT (-79.97162419999999 40.396305)
104662735,40.3962499,-79.971541,3,,,POINT (-79.971541 40.3962499)
104662742,40.3952287,-79.9706483,4,,,POINT (-79.97064829999999 40.3952287)
104662750,40.394575,-79.970085,4,,,POINT (-79.970085 40.394575)
104662757,40.3942216,-79.9697659,3,,,POINT (-79.9697659 40.3942216)
104662766,40.3922135,-79.9680224,3,,,POINT (-79.9680224 40.3922135)
104662782,40.3920235,-79.9678642,3,,,POINT (-79.96786419999999 40.3920235)
104662879,40.4735174,-79.9301325,3,,,POINT (-79.9301325 40.4735174)
104662895,40.4756605,-79.9294522,4,,,POINT (-79.9294522 40.4756605)
104662911,40.4762846,-79.9292433,4,,,POINT (-79.9292433 40.4762846)
104662919,40.4769048,-79.9290459,3,,,POINT (-79.92904590000001 40.4769048)
104663079,40.460736,-80.0158805,3,,,POINT (-80.01588049999999 40.460736)
104663452,40.4468013,-79.9505804,4,traffic_signals,,POINT (-79.95058040000001 40.4468013)
104663459,40.4489974,-79.951856,4,,,POINT (-79.95185600000001 40.4489974)
104663466,40.4514934,-79.9533454,4,,,POINT (-79.9533454 40.4514934)
104663476,40.4528064,-79.9541442,4,crossing,,POINT (-79.9541442 40.4528064)
104663859,40.417587,-79.9853023,3,,,POINT (-79.9853023 40.417587)
104663868,40.4159308,-79.9859568,3,,,POINT (-79.9859568 40.4159308)
104663875,40.4146688,-79.9865361,3,,,POINT (-79.9865361 40.4146688)
104664180,40.4835785,-79.939828,4,,,POINT (-79.93982800000001 40.4835785)
104664186,40.4829053,-79.9381168,3,,,POINT (-79.9381168 40.4829053)
104664253,40.4618128,-79.95344,3,,,POINT (-79.95344 40.4618128)
104664258,40.461041,-79.9540988,3,,,POINT (-79.9540988 40.461041)
104664541,40.3988645,-79.9866446,4,,,POINT (-79.98664460000001 40.3988645)
104664550,40.3974513,-79.9860004,3,,,POINT (-79.98600039999999 40.3974513)
104665419,40.4043855,-79.9758809,3,traffic_signals,,POINT (-79.97588090000001 40.4043855)
104665455,40.3968668,-79.9786502,3,,,POINT (-79.9786502 40.3968668)
104665469,40.3969781,-79.9786677,4,traffic_signals,,POINT (-79.9786677 40.3969781)
104665473,40.3983375,-79.9792738,3,,,POINT (-79.9792738 40.3983375)
104665674,40.3910736,-79.9818304,3,,,POINT (-79.98183040000001 40.3910736)
104665704,40.3933105,-79.980083,3,,,POINT (-79.98008299999999 40.3933105)
104665744,40.4100492,-79.959879,3,,,POINT (-79.959879 40.4100492)
104665780,40.4110345,-79.9555266,3,traffic_signals,,POINT (-79.9555266 40.4110345)
104667040,40.4625515,-79.9097955,4,,,POINT (-79.9097955 40.4625515)
104667046,40.4632047,-79.9088592,4,,,POINT (-79.90885919999999 40.4632047)
104667050,40.4639768,-79.9077239,3,,,POINT (-79.90772389999999 40.4639768)
104667067,40.4651944,-79.9361385,4,,,POINT (-79.9361385 40.4651944)
104667073,40.4651107,-79.9348054,3,,,POINT (-79.9348054 40.4651107)
104667297,40.4790249,-79.9350215,3,,,POINT (-79.9350215 40.4790249)
104667308,40.4775437,-79.9349249,3,,,POINT (-79.9349249 40.4775437)
104667331,40.4745445,-79.9348015,3,,,POINT (-79.93480150000001 40.4745445)
104667343,40.4734427,-79.9350751,3,,,POINT (-79.93507510000001 40.4734427)
104667408,40.4644036,-79.9895415,3,,,POINT (-79.9895415 40.4644036)
104667421,40.4646036,-79.9886181,4,,,POINT (-79.9886181 40.4646036)
104667431,40.4646993,-79.9881546,3,,,POINT (-79.9881546 40.4646993)
104668457,40.4539284,-79.9611996,3,,,POINT (-79.9611996 40.4539284)
104668466,40.4531491,-79.9598429,3,,,POINT (-79.9598429 40.4531491)
104668474,40.452667,-79.9584526,4,,,POINT (-79.9584526 40.452667)
104668478,40.4521405,-79.9568285,3,,,POINT (-79.9568285 40.4521405)
104668492,40.4688186,-79.8905665,3,,,POINT (-79.89056650000001 40.4688186)
104668604,40.4497956,-79.9207392,3,,,POINT (-79.9207392 40.4497956)
104668640,40.4513906,-79.9217455,1,,,POINT (-79.9217455 40.4513906)
104668883,40.3934475,-79.9912548,3,,,POINT (-79.99125479999999 40.3934475)
104668892,40.3931983,-79.9930868,3,,,POINT (-79.9930868 40.3931983)
104668901,40.4553433,-79.9972359,3,,,POINT (-79.99723590000001 40.4553433)
104668909,40.4554346,-79.9967614,4,,,POINT (-79.9967614 40.4554346)
104668918,40.4555599,-79.9961108,3,,,POINT (-79.9961108 40.4555599)
104668923,40.4557294,-79.9952301,3,,,POINT (-79.9952301 40.4557294)
104668928,40.4558126,-79.994798,4,,,POINT (-79.994798 40.4558126)
104668940,40.4559754,-79.9939777,3,,,POINT (-79.9939777 40.4559754)
104668948,40.456057,-79.9936049,4,,,POINT (-79.99360489999999 40.456057)
104668954,40.4567548,-79.9913246,4,,,POINT (-79.9913246 40.4567548)
104669263,40.4786753,-79.9678478,4,,,POINT (-79.9678478 40.4786753)
104669273,40.4798174,-79.9699167,4,,,POINT (-79.9699167 40.4798174)
104669285,40.4804109,-79.9709783,4,,,POINT (-79.9709783 40.4804109)
104669294,40.4809245,-79.9719363,3,,,POINT (-79.9719363 40.4809245)
104669897,40.4549858,-80.0053751,1,,,POINT (-80.00537509999999 40.4549858)
104670293,40.4360593,-79.9465483,5,,,POINT (-79.9465483 40.4360593)
104670336,40.4351031,-79.9472514,3,,,POINT (-79.9472514 40.4351031)
104670428,40.4265975,-79.9822443,3,,,POINT (-79.9822443 40.4265975)
104670439,40.4265065,-79.980772,4,,,POINT (-79.980772 40.4265065)
104670450,40.4264218,-79.9793475,4,,,POINT (-79.9793475 40.4264218)
104670458,40.4263385,-79.9778345,4,,,POINT (-79.9778345 40.4263385)
104670481,40.4250008,-79.9680394,3,,,POINT (-79.96803939999999 40.4250008)
104670499,40.4260795,-79.9732569,3,,,POINT (-79.9732569 40.4260795)
104670504,40.4259915,-79.9717882,4,,,POINT (-79.97178820000001 40.4259915)
104670516,40.4257144,-79.9708032,4,,,POINT (-79.97080320000001 40.4257144)
104670522,40.4253111,-79.9693697,3,,,POINT (-79.9693697 40.4253111)
104670540,40.4239824,-79.9664839,3,,,POINT (-79.9664839 40.4239824)
104670552,40.423182,-79.9653574,4,,,POINT (-79.9653574 40.423182)
104670562,40.4213524,-79.9626081,1,,,POINT (-79.9626081 40.4213524)
104670694,40.394309,-79.9075075,1,turning_circle,,POINT (-79.90750749999999 40.394309)
104670754,40.3921008,-79.911253,3,,,POINT (-79.911253 40.3921008)
104673019,40.4745369,-79.9839124,1,,,POINT (-79.98391239999999 40.4745369)
104673026,40.4743392,-79.9844684,3,,,POINT (-79.9844684 40.4743392)
104673034,40.4743467,-79.9852029,3,,,POINT (-79.9852029 40.4743467)
104673841,40.468601,-79.9333981,3,,,POINT (-79.93339810000001 40.468601)
104673852,40.4692621,-79.9329904,1,,,POINT (-79.93299039999999 40.4692621)
104674322,40.4873749,-79.962936,3,,,POINT (-79.962936 40.4873749)
104674595,40.4171663,-79.979852,3,,,POINT (-79.97985199999999 40.4171663)
104674604,40.4161044,-79.9798011,3,,,POINT (-79.9798011 40.4161044)
104674751,40.4721899,-79.9345172,3,,,POINT (-79.9345172 40.4721899)
104674756,40.4727285,-79.9342758,3,,,POINT (-79.93427579999999 40.4727285)
104674767,40.4014052,-80.0172214,3,,,POINT (-80.0172214 40.4014052)
104674772,40.4013216,-80.0146016,4,,,POINT (-80.01460160000001 40.4013216)
104674778,40.4013007,-80.0132107,1,,,POINT (-80.0132107 40.4013007)
104674796,40.4012149,-80.0104941,1,,,POINT (-80.0104941 40.4012149)
104674805,40.4011951,-80.0095862,3,,,POINT (-80.0095862 40.4011951)
104674812,40.4011508,-80.0085311,1,,,POINT (-80.0085311 40.4011508)
104674866,40.4649464,-79.9887429,4,,,POINT (-79.98874290000001 40.4649464)
104674876,40.4656361,-79.9889898,4,,,POINT (-79.9889898 40.4656361)
104674929,40.4454168,-79.9294755,4,,,POINT (-79.9294755 40.4454168)
104674937,40.4447486,-79.9279584,4,,,POINT (-79.92795839999999 40.4447486)
104675162,40.4099798,-79.9440771,3,traffic_signals,,POINT (-79.9440771 40.4099798)
104675170,40.4100762,-79.943622,4,,,POINT (-79.943622 40.4100762)
104675181,40.4101896,-79.9431539,3,,,POINT (-79.9431539 40.4101896)
104675188,40.4103121,-79.9425993,3,,,POINT (-79.9425993 40.4103121)
104675204,40.4109299,-79.9407412,3,,,POINT (-79.94074120000001 40.4109299)
104675209,40.4121463,-79.9380479,3,,,POINT (-79.9380479 40.4121463)
104675215,40.4118583,-79.9363978,3,,,POINT (-79.93639779999999 40.4118583)
104675349,40.4522548,-80.014953,3,,,POINT (-80.01495300000001 40.4522548)
104675360,40.4526735,-80.0151107,3,,,POINT (-80.01511069999999 40.4526735)
104675369,40.4531232,-80.0152504,4,,,POINT (-80.0152504 40.4531232)
104675374,40.4534689,-80.0153598,3,,,POINT (-80.0153598 40.4534689)
104675380,40.4538385,-80.0154747,3,,,POINT (-80.0154747 40.4538385)
104675388,40.450425,-80.0142922,4,crossing,,POINT (-80.0142922 40.450425)
104675397,40.4508798,-80.0144361,3,,,POINT (-80.0144361 40.4508798)
104675406,40.4513517,-80.0145854,4,,,POINT (-80.0145854 40.4513517)
104675415,40.4518195,-80.0147335,3,,,POINT (-80.01473350000001 40.4518195)
104675420,40.4522667,-80.0148827,3,,,POINT (-80.0148827 40.4522667)
104675848,40.4566478,-79.9676632,3,,,POINT (-79.9676632 40.4566478)
104675858,40.45692,-79.9672249,3,,,POINT (-79.96722490000001 40.45692)
104675869,40.4572982,-79.9664233,3,,,POINT (-79.9664233 40.4572982)
104675882,40.457601,-79.9657965,3,,,POINT (-79.9657965 40.457601)
104675894,40.4576781,-79.9656381,3,,,POINT (-79.96563810000001 40.4576781)
104675903,40.4579734,-79.9649317,3,,,POINT (-79.96493169999999 40.4579734)
104675914,40.4583173,-79.9641905,3,,,POINT (-79.9641905 40.4583173)
104675931,40.4735743,-79.9598734,4,,,POINT (-79.95987340000001 40.4735743)
104675939,40.4738355,-79.9595384,3,,,POINT (-79.9595384 40.4738355)
104675952,40.4741099,-79.9592055,4,,,POINT (-79.9592055 40.4741099)
104675957,40.4744949,-79.9587417,3,,,POINT (-79.9587417 40.4744949)
104676077,40.4561577,-79.9953674,4,,,POINT (-79.99536740000001 40.4561577)
104676084,40.4565564,-79.9954954,4,,,POINT (-79.9954954 40.4565564)
104676092,40.4569651,-79.9956385,3,,,POINT (-79.9956385 40.4569651)
104677241,40.4051513,-80.0289327,3,,,POINT (-80.0289327 40.4051513)
104677250,40.4038931,-80.0290587,3,,,POINT (-80.02905869999999 40.4038931)
104677257,40.4026778,-80.0290185,4,,,POINT (-80.02901850000001 40.4026778)
104677272,40.400333,-80.0289166,3,,,POINT (-80.0289166 40.400333)
104677297,40.4605428,-80.0242658,3,,,POINT (-80.02426579999999 40.4605428)
104677308,40.4602374,-80.0259197,4,,,POINT (-80.0259197 40.4602374)
104677320,40.4601926,-80.0261593,3,,,POINT (-80.0261593 40.4601926)
104677473,40.4311821,-79.8979929,4,,,POINT (-79.89799290000001 40.4311821)
104677485,40.4300964,-79.8971855,4,,,POINT (-79.89718550000001 40.4300964)
104677503,40.4283041,-79.8958599,3,,,POINT (-79.8958599 40.4283041)
104677616,40.4450571,-79.9822608,3,,,POINT (-79.98226080000001 40.4450571)
104677934,40.4700924,-79.9821191,3,,,POINT (-79.98211910000001 40.4700924)
104677940,40.47084,-79.9806785,4,,,POINT (-79.9806785 40.47084)
104677964,40.4746966,-79.9816497,3,,,POINT (-79.98164970000001 40.4746966)
104678053,40.4624473,-79.9908856,3,,,POINT (-79.9908856 40.4624473)
104678060,40.4627761,-79.9910531,3,,,POINT (-79.9910531 40.4627761)
104678064,40.4630726,-79.9912065,3,,,POINT (-79.9912065 40.4630726)
104678071,40.4631711,-79.991257,3,,,POINT (-79.991257 40.4631711)
104678080,40.4635759,-79.9914266,3,,,POINT (-79.9914266 40.4635759)
104678095,40.4652656,-79.992103,4,,,POINT (-79.992103 40.4652656)
104678104,40.4654516,-79.9923006,3,,,POINT (-79.99230059999999 40.4654516)
104678118,40.4658564,-79.9927121,3,,,POINT (-79.99271210000001 40.4658564)
104678124,40.4662556,-79.9931179,3,,,POINT (-79.9931179 40.4662556)
104678133,40.4663363,-79.9937294,3,,,POINT (-79.99372940000001 40.4663363)
104678141,40.4668156,-79.9941571,3,,,POINT (-79.9941571 40.4668156)
104678206,40.473298,-79.9608886,4,,,POINT (-79.9608886 40.473298)
104678213,40.4735648,-79.9605607,4,,,POINT (-79.9605607 40.4735648)
104678218,40.4738289,-79.9602292,4,,,POINT (-79.9602292 40.4738289)
104678224,40.4743716,-79.9595661,4,,,POINT (-79.9595661 40.4743716)
104678230,40.4747503,-79.959092,4,,,POINT (-79.959092 40.4747503)
104678238,40.4752924,-79.9584165,3,,,POINT (-79.9584165 40.4752924)
104678248,40.4758528,-79.9577157,3,,,POINT (-79.95771569999999 40.4758528)
104679909,40.4685719,-80.0269931,3,,,POINT (-80.0269931 40.4685719)
104679914,40.4680482,-80.0297066,3,,,POINT (-80.0297066 40.4680482)
104679922,40.4680242,-80.0298407,3,,,POINT (-80.02984069999999 40.4680242)
104679934,40.4676419,-80.0310863,3,,,POINT (-80.0310863 40.4676419)
104680222,40.4000189,-79.9897421,3,,,POINT (-79.9897421 40.4000189)
104680227,40.399018,-79.9896562,3,,,POINT (-79.9896562 40.399018)
104680241,40.3990343,-79.9895972,3,,,POINT (-79.98959720000001 40.3990343)
104680250,40.398013,-79.9891466,3,,,POINT (-79.9891466 40.398013)
104680267,40.3971581,-79.9885659,3,,,POINT (-79.9885659 40.3971581)
104680275,40.3960377,-79.9878967,4,,,POINT (-79.98789669999999 40.3960377)
104680286,40.3948182,-79.9872235,3,,,POINT (-79.9872235 40.3948182)
104680294,40.394044,-79.9870169,3,,,POINT (-79.9870169 40.394044)
104680299,40.3932718,-79.9872047,3,,,POINT (-79.98720470000001 40.3932718)
104680320,40.3913024,-79.9873451,3,,,POINT (-79.9873451 40.3913024)
104680357,40.4092113,-79.9254625,3,,,POINT (-79.92546249999999 40.4092113)
104680667,40.398203,-79.9851635,3,,,POINT (-79.9851635 40.398203)
104680673,40.397537,-79.9848443,3,,,POINT (-79.98484430000001 40.397537)
104680940,40.4267875,-79.9501669,3,,,POINT (-79.9501669 40.4267875)
104680959,40.4270685,-79.9488789,3,,,POINT (-79.9488789 40.4270685)
104680970,40.4271078,-79.9486805,3,,,POINT (-79.94868049999999 40.4271078)
104680982,40.4275056,-79.9468581,4,,,POINT (-79.9468581 40.4275056)
104681021,40.4293368,-79.9423825,3,,,POINT (-79.94238249999999 40.4293368)
104681064,40.4295073,-79.9401167,3,,,POINT (-79.9401167 40.4295073)
104681122,40.4254194,-79.9256935,4,,,POINT (-79.92569349999999 40.4254194)
104681145,40.4230808,-79.9262482,4,,,POINT (-79.9262482 40.4230808)
104681154,40.4226233,-79.9262217,3,,,POINT (-79.9262217 40.4226233)
104681164,40.4215828,-79.9261744,3,,,POINT (-79.92617439999999 40.4215828)
104681174,40.4195366,-79.9260699,3,,,POINT (-79.9260699 40.4195366)
104681183,40.4190327,-79.9260519,4,,,POINT (-79.9260519 40.4190327)
104681194,40.4155058,-79.9232457,1,,,POINT (-79.9232457 40.4155058)
104681268,40.415256,-79.9155628,3,,,POINT (-79.9155628 40.415256)
104681336,40.4621646,-79.9985793,3,,,POINT (-79.9985793 40.4621646)
104681347,40.4622679,-79.9981149,3,,,POINT (-79.9981149 40.4622679)
104681366,40.4625775,-79.9966832,1,,,POINT (-79.99668320000001 40.4625775)
104681558,40.4892775,-80.0030192,3,,,POINT (-80.0030192 40.4892775)
104681567,40.4892775,-80.0035936,1,,,POINT (-80.0035936 40.4892775)
104681734,40.4670264,-80.0112068,3,,,POINT (-80.0112068 40.4670264)
104681740,40.4673152,-80.0134825,4,,,POINT (-80.01348249999999 40.4673152)
104681758,40.4671539,-80.0147196,3,,,POINT (-80.01471960000001 40.4671539)
104682054,40.398603,-79.9881976,3,,,POINT (-79.98819760000001 40.398603)
104682517,40.4618438,-79.9493674,3,,,POINT (-79.9493674 40.4618438)
104682522,40.4602891,-79.9506675,4,,,POINT (-79.95066749999999 40.4602891)
104682534,40.4596567,-79.9511896,1,,,POINT (-79.95118960000001 40.4596567)
104682746,40.4486717,-79.9893604,4,,,POINT (-79.9893604 40.4486717)
104682752,40.4480777,-79.9887214,3,,,POINT (-79.9887214 40.4480777)
104682791,40.4945374,-79.926553,3,bus_stop,12771,POINT (-79.926553 40.4945374)
104682796,40.4951994,-79.9265611,4,,,POINT (-79.9265611 40.4951994)
104682803,40.4955869,-79.9265718,3,,,POINT (-79.9265718 40.4955869)
104682816,40.496308,-79.9265825,4,,,POINT (-79.92658249999999 40.496308)
104682833,40.4965803,-79.9265892,3,,,POINT (-79.9265892 40.4965803)
104682994,40.4671358,-79.9812275,4,,,POINT (-79.9812275 40.4671358)
104683005,40.4679736,-79.9807128,3,,,POINT (-79.98071280000001 40.4679736)
104683020,40.4958439,-79.9233827,3,,,POINT (-79.9233827 40.4958439)
104683025,40.4956614,-79.9215663,4,,,POINT (-79.92156629999999 40.4956614)
104683032,40.4952605,-79.9185815,3,,,POINT (-79.9185815 40.4952605)
104683038,40.495285,-79.9176213,4,,,POINT (-79.91762129999999 40.495285)
104683045,40.4951035,-79.9161702,4,,,POINT (-79.9161702 40.4951035)
104683057,40.4949893,-79.9153682,4,,,POINT (-79.9153682 40.4949893)
104683076,40.4401478,-79.9422539,3,,,POINT (-79.9422539 40.4401478)
104683082,40.4404288,-79.942126,4,,,POINT (-79.942126 40.4404288)
104683089,40.4417563,-79.9415669,3,,,POINT (-79.9415669 40.4417563)
104683263,40.4624294,-79.9985348,4,,,POINT (-79.9985348 40.4624294)
104683274,40.464078,-79.9985244,3,,,POINT (-79.99852439999999 40.464078)
104683318,40.4666695,-79.9977129,3,,,POINT (-79.9977129 40.4666695)
104683325,40.4666578,-79.9975501,3,,,POINT (-79.9975501 40.4666578)
104683468,40.4135372,-79.9914511,4,,,POINT (-79.99145110000001 40.4135372)
104683474,40.4132533,-79.9919661,3,,,POINT (-79.9919661 40.4132533)
104683481,40.4132264,-79.9929413,4,,,POINT (-79.9929413 40.4132264)
104683872,40.4132678,-79.988816,3,,,POINT (-79.988816 40.4132678)
104683883,40.4134269,-79.9892543,4,,,POINT (-79.9892543 40.4134269)
104683888,40.4136495,-79.9896862,3,,,POINT (-79.98968619999999 40.4136495)
104684053,40.4590949,-79.8903426,3,,,POINT (-79.8903426 40.4590949)
104684059,40.460001,-79.8899724,3,,,POINT (-79.8899724 40.460001)
104685198,40.4822779,-79.9272949,3,,,POINT (-79.92729490000001 40.4822779)
104685209,40.4833354,-79.9269516,1,,,POINT (-79.9269516 40.4833354)
104685295,40.458171,-80.008058,4,,,POINT (-80.00805800000001 40.458171)
104685300,40.4580608,-80.0086594,3,,,POINT (-80.0086594 40.4580608)
104685310,40.4579939,-80.009024,3,,,POINT (-80.009024 40.4579939)
104685318,40.4579005,-80.0095334,4,,,POINT (-80.0095334 40.4579005)
104685327,40.4578083,-80.0100359,3,,,POINT (-80.01003590000001 40.4578083)
104685333,40.4577198,-80.0105183,3,,,POINT (-80.0105183 40.4577198)
104685342,40.457537,-80.0115145,3,,,POINT (-80.0115145 40.457537)
104685347,40.4571851,-80.0135306,4,,,POINT (-80.0135306 40.4571851)
104685353,40.4570909,-80.0140443,3,,,POINT (-80.01404429999999 40.4570909)
104685363,40.4569985,-80.0145494,4,stop,,POINT (-80.01454940000001 40.4569985)
104685373,40.4568989,-80.015094,4,,,POINT (-80.015094 40.4568989)
104685380,40.4568114,-80.0155801,4,,,POINT (-80.01558009999999 40.4568114)
104685396,40.4565969,-80.0167318,4,,,POINT (-80.0167318 40.4565969)
104685404,40.456463,-80.0174351,1,,,POINT (-80.0174351 40.456463)
104685709,40.4951149,-79.9808711,3,,,POINT (-79.9808711 40.4951149)
104685720,40.4961317,-79.9822752,3,,,POINT (-79.9822752 40.4961317)
104685763,40.4971425,-79.9802667,3,,,POINT (-79.9802667 40.4971425)
104687047,40.4337423,-79.9305599,4,,,POINT (-79.93055990000001 40.4337423)
104687053,40.4339387,-79.9290928,3,,,POINT (-79.92909280000001 40.4339387)
104687064,40.4341505,-79.9276048,4,traffic_signals,,POINT (-79.9276048 40.4341505)
104687077,40.4344219,-79.9254868,3,,,POINT (-79.9254868 40.4344219)
104687081,40.4345152,-79.9247463,3,,,POINT (-79.9247463 40.4345152)
104687092,40.4347529,-79.9228298,4,traffic_signals,,POINT (-79.9228298 40.4347529)
104687098,40.4353104,-79.9189941,4,traffic_signals,,POINT (-79.91899410000001 40.4353104)
104687114,40.4347577,-79.9164911,3,,,POINT (-79.9164911 40.4347577)
104687126,40.434511,-79.9138545,3,,,POINT (-79.9138545 40.434511)
104687134,40.4354052,-79.9137162,3,,,POINT (-79.9137162 40.4354052)
104687145,40.4362018,-79.9136391,5,stop,,POINT (-79.9136391 40.4362018)
104687150,40.4375814,-79.9136648,3,,,POINT (-79.91366480000001 40.4375814)
104687834,40.4715506,-79.9028645,3,,,POINT (-79.90286450000001 40.4715506)
104687866,40.4721449,-79.9051084,1,,,POINT (-79.9051084 40.4721449)
104688037,40.4684108,-79.9424319,1,,,POINT (-79.9424319 40.4684108)
104688081,40.4679603,-79.9392905,3,,,POINT (-79.9392905 40.4679603)
